ID	NameB	TF
1396	奥谷	2,248
1397	広岡	2,247
1398	東田	2,246
1399	宮嶋	2,245
1400	二階堂	2,237
1401	武石	2,237
1402	大堀	2,235
1403	多賀	2,234
1404	宮尾	2,233
1405	奥原	2,231
1406	小塚	2,231
1407	瀬戸口	2,230
1408	片平	2,230
1409	鳥羽	2,229
1410	姫野	2,224
1411	副島	2,221
1412	井坂	2,220
1413	田坂	2,219
1414	菊川	2,218
1415	八重樫	2,218
1416	吉成	2,216
1417	若月	2,213
1418	日置	2,210
1419	新里	2,201
1420	大岡	2,199
1421	川北	2,198
1422	高石	2,192
1423	柴原	2,191
1424	友田	2,190
1425	堀部	2,184
1426	古澤	2,179
1427	大門	2,179
1428	真下	2,178
1429	末広	2,176
1430	磯	2,174
1431	橋田	2,174
1432	亀谷	2,173
1433	吉良	2,172
1434	須崎	2,171
1435	田淵	2,168
1436	堀尾	2,167
1437	中園	2,164
1438	佐田	2,162
1439	今岡	2,161
1440	沢口	2,160
1441	江本	2,158
1442	梶川	2,154
1443	新	2,154
1444	綿貫	2,149
1445	松澤	2,142
1446	中込	2,142
1447	嶋崎	2,140
1448	兼子	2,138
1449	武山	2,136
1450	佐山	2,135
1451	高垣	2,133
1452	大脇	2,133
1453	舟橋	2,132
1454	田山	2,129
1455	新居	2,128
1456	野坂	2,126
1457	熊崎	2,123
1458	下平	2,122
1459	有本	2,118
1460	上条	2,114
1461	船津	2,113
1462	横溝	2,112
1463	城間	2,110
1464	坂根	2,107
1465	有川	2,107
1466	沖野	2,106
1467	広沢	2,105
1468	錦織	2,102
1469	赤尾	2,102
1470	磯村	2,100
1471	一戸	2,096
1472	浅利	2,092
1473	八島	2,083
1474	田丸	2,081
1475	犬塚	2,078
1476	辰巳	2,075
1477	高畠	2,073
1478	戸谷	2,069
1479	笹岡	2,068
1480	新城	2,066
1481	井関	2,062
1482	石毛	2,061
1483	作田	2,060
1484	前山	2,059
1485	設楽	2,058
1486	景山	2,056
1487	寺山	2,053
1488	中江	2,050
1489	須山	2,049
1490	半沢	2,047
1491	小松原	2,046
1492	鳥海	2,046
1493	湯田	2,046
1494	大里	2,044
1495	永吉	2,042
1496	小田原	2,039
1497	赤嶺	2,039
1498	朝日	2,039
1499	北条	2,037
1500	河津	2,034
1501	岸野	2,034
1502	若井	2,032
1503	片倉	2,032
1504	春山	2,029
1505	田井	2,025
1506	巽	2,021
1507	中崎	2,021
1508	北口	2,021
1509	間瀬	2,020
1510	永尾	2,018
1511	白田	2,011
1512	岩倉	2,007
1513	原島	2,005
1514	伊原	2,003
1515	有吉	2,003
1516	金川	2,002
1517	江尻	2,001
1518	辻田	2,001
1519	糸井	1,999
1520	笹田	1,998
1521	矢作	1,998
1522	北林	1,997
1523	北浦	1,996
1524	高城	1,995
1525	石神	1,994
1526	成沢	1,993
1527	藤倉	1,992
1528	峯	1,992
1529	上坂	1,991
1530	鍋島	1,990
1531	西出	1,987
1532	草間	1,987
1533	高宮	1,982
1534	一瀬	1,980
1535	久松	1,980
1536	湯沢	1,979
1537	牟田	1,976
1538	山際	1,975
1539	箕輪	1,974
1540	稲川	1,963
1541	深津	1,959
1542	末次	1,959
1543	江上	1,957
1544	高桑	1,957
1545	品田	1,956
1546	木山	1,955
1547	仁科	1,954
1548	鳥山	1,952
1549	黒須	1,951
1550	永岡	1,948
1551	藤間	1,946
1552	戸村	1,944
1553	古野	1,943
1554	真壁	1,943
1555	白岩	1,942
1556	大月	1,938
1557	野々村	1,934
1558	赤池	1,933
1559	辻野	1,930
1560	日比	1,930
1561	鷲尾	1,929
1562	桐生	1,927
1563	池永	1,925
1564	嶋	1,925
1565	河辺	1,924
1566	速水	1,924
1567	角野	1,920
1568	勝部	1,917
1569	細見	1,916
1570	仙波	1,916
1571	中瀬	1,915
1572	末松	1,915
1573	杉江	1,914
1574	尾田	1,911
1575	羽賀	1,909
1576	大道	1,903
1577	梅野	1,902
1578	間宮	1,900
1579	海老沢	1,899
1580	宮部	1,898
1581	古瀬	1,897
1582	阿南	1,896
1583	井野	1,892
1584	若狭	1,890
1585	立野	1,889
1586	隅田	1,888
1587	船山	1,888
1588	能登	1,886
1589	福村	1,885
1590	宮前	1,883
1591	柳本	1,883
1592	飯尾	1,882
1593	岩上	1,880
1594	木元	1,880
1595	安保	1,873
1596	古家	1,870
1597	菅田	1,868
1598	本庄	1,868
1599	矢内	1,868
1600	柏崎	1,862
1601	猪野	1,860
1602	泉谷	1,858
1603	逸見	1,850
1604	小野塚	1,850
1605	早野	1,849
1606	木暮	1,849
1607	門馬	1,848
1608	宮永	1,846
1609	江島	1,845
1610	中元	1,845
1611	丹治	1,844
1612	笹木	1,843
1613	勝野	1,843
1614	水戸	1,843
1615	正田	1,836
1616	柳谷	1,836
1617	一色	1,835
1618	広野	1,835
1619	渕上	1,834
1620	君島	1,833
1621	里見	1,833
1622	立山	1,832
1623	白土	1,831
1624	山室	1,830
1625	浦上	1,824
1626	松倉	1,822
1627	宮岡	1,820
1628	伊賀	1,818
1629	所	1,815
1630	村野	1,815
1631	小黒	1,813
1632	中橋	1,813
1633	新妻	1,810
1634	羽生	1,808
1635	溝上	1,806
1636	田部	1,804
1637	内川	1,804
1638	上川	1,802
1639	椎葉	1,802
1640	栗栖	1,800
1641	山木	1,796
1642	河島	1,795
1643	深瀬	1,795
1644	津島	1,794
1645	迫	1,794
1646	新倉	1,793
1647	北條	1,793
1648	榎	1,792
1649	杉森	1,792
1650	田野	1,792
1651	橋場	1,789
1652	笹井	1,788
1653	桝田	1,788
1654	諸岡	1,786
1655	竹野	1,786
1656	赤川	1,785
1657	木場	1,785
1658	戸川	1,784
1659	岩尾	1,782
1660	手嶋	1,782
1661	津久井	1,782
1662	横沢	1,781
1663	別所	1,780
1664	中垣	1,779
1665	寺嶋	1,778
1666	石森	1,773
1667	米澤	1,773
1668	永谷	1,771
1669	北尾	1,771
1670	野瀬	1,771
1671	川久保	1,770
1672	堀之内	1,769
1673	岡安	1,767
1674	鳥井	1,767
1675	八代	1,767
1676	池原	1,765
1677	山添	1,762
1678	小柴	1,757
1679	青田	1,756
1680	碓井	1,755
1681	岸川	1,753
1682	杉岡	1,752
1683	伊丹	1,751
1684	香月	1,751
1685	奥井	1,750
1686	野津	1,750
1687	藤永	1,748
1688	大串	1,745
1689	菱沼	1,745
1690	諸橋	1,742
1691	石島	1,742
1692	樋渡	1,741
1693	芦沢	1,740
1694	中居	1,740
1695	四方	1,739
1696	浦山	1,732
1697	神林	1,731
1698	楠田	1,731
1699	西嶋	1,729
1700	国本	1,728
1701	白浜	1,727
1702	国吉	1,725
1703	梅崎	1,724
1704	小牧	1,723
1705	引地	1,722
1706	伊波	1,721
1707	大垣	1,721
1708	猪瀬	1,720
1709	津野	1,719
1710	小河	1,718
1711	折原	1,718
1712	谷崎	1,718
1713	笠松	1,717
1714	山之内	1,717
1715	津川	1,717
1716	向	1,716
1717	深山	1,713
1718	室田	1,712
1719	柏	1,710
1720	兵藤	1,710
1721	二木	1,709
1722	宮井	1,707
1723	三角	1,707
1724	二見	1,707
1725	石谷	1,706
1726	北本	1,705
1727	檜山	1,703
1728	嶋村	1,698
1729	駒田	1,696
1730	佐瀬	1,694
1731	中屋	1,694
1732	柚木	1,694
1733	朝比奈	1,693
1734	穂積	1,692
1735	中畑	1,691
1736	遊佐	1,691
1737	峰	1,689
1738	阪田	1,688
1739	嵯峨	1,687
1740	桑山	1,686
1741	新野	1,682
1742	安里	1,681
1743	真島	1,679
1744	島野	1,679
1745	寺門	1,676
1746	助川	1,676
1747	泉田	1,676
1748	桑名	1,675
1749	根津	1,675
1750	陶山	1,669
1751	前沢	1,667
1752	大浜	1,667
1753	藤平	1,666
1754	加地	1,665
1755	亀岡	1,663
1756	清川	1,663
1757	中上	1,663
1758	関戸	1,656
1759	春名	1,655
1760	露木	1,655
1761	門間	1,654
1762	岡元	1,652
1763	信田	1,652
1764	日吉	1,652
1765	高良	1,649
1766	木崎	1,649
1767	山名	1,648
1768	福間	1,648
1769	金光	1,647
1770	青井	1,647
1771	浅岡	1,646
1772	小早川	1,645
1773	冨岡	1,645
1774	田宮	1,643
1775	土方	1,643
1776	羽田野	1,640
1777	武市	1,640
1778	山辺	1,637
1779	前	1,637
1780	堀本	1,637
1781	田仲	1,636
1782	田頭	1,636
1783	谷中	1,635
1784	平出	1,635
1785	道下	1,634
1786	舘	1,632
1787	松藤	1,632
1788	牛山	1,631
1789	仲川	1,631
1790	能勢	1,629
1791	浜村	1,627
1792	中條	1,626
1793	綿引	1,626
1794	浜島	1,624
1795	坂内	1,623
1796	木幡	1,622
1797	森内	1,621
1798	東谷	1,621
1799	溝渕	1,620
1800	大窪	1,619
1801	井内	1,618
1802	山越	1,618
1803	梶本	1,617
1804	桜木	1,616
1805	中津	1,616
1806	藤代	1,616
1807	大町	1,614
1808	粟野	1,613
1809	真木	1,612
1810	船田	1,611
1811	西内	1,610
1812	布川	1,606
1813	原野	1,605
1814	宮口	1,604
1815	仁木	1,604
1816	谷野	1,604
1817	白崎	1,604
1818	板東	1,604
1819	倉島	1,603
1820	守谷	1,601
1821	荒田	1,600
1822	平澤	1,600
1823	肥後	1,597
1824	涌井	1,594
1825	兼田	1,592
1826	今津	1,592
1827	竹森	1,592
1828	常盤	1,591
1829	櫛田	1,589
1830	内堀	1,589
1831	三澤	1,587
1832	吉住	1,586
1833	安野	1,585
1834	香取	1,585
1835	菱田	1,585
1836	坂巻	1,583
1837	茅野	1,582
1838	新海	1,580
1839	奥平	1,579
1840	古本	1,579
1841	水沢	1,578
1842	永原	1,577
1843	大隅	1,577
1844	奥本	1,576
1845	沖本	1,576
1846	桐原	1,575
1847	木野	1,574
1848	綾部	1,573
1849	北井	1,572
1850	千原	1,570
1851	向田	1,569
1852	広井	1,569
1853	川岸	1,568
1854	岩川	1,567
1855	沢野	1,567
1856	杉	1,566
1857	折田	1,566
1858	田部井	1,566
1859	松平	1,565
1860	東郷	1,564
1861	牛田	1,562
1862	笹山	1,562
1863	上條	1,562
1864	中条	1,562
1865	喜田	1,560
1866	増本	1,560
1867	佐古	1,556
1868	大畠	1,552
1869	熊木	1,550
1870	漆原	1,549
1871	森元	1,549
1872	飯山	1,546
1873	城田	1,545
1874	彦坂	1,544
1875	武本	1,544
1876	米原	1,544
1877	鈴村	1,544
1878	三田村	1,543
1879	河端	1,542
1880	小田桐	1,542
1881	千野	1,540
1882	大黒	1,540
1883	徳丸	1,538
1884	荒巻	1,534
1885	川俣	1,533
1886	金崎	1,532
1887	豊岡	1,531
1888	三野	1,530
1889	表	1,530
1890	瓜生	1,529
1891	仁平	1,528
1892	伊佐	1,526
1893	岩淵	1,525
1894	田沼	1,525
1895	澤	1,525
1896	戸沢	1,524
1897	正岡	1,524
1898	谷藤	1,524
1899	赤星	1,520
1900	北澤	1,520
1901	稲見	1,519
1902	米本	1,519
1903	古木	1,516
1904	勝俣	1,516
1905	桧垣	1,516
1906	宮腰	1,515
1907	福崎	1,513
1908	大家	1,512
1909	草薙	1,510
1910	高浜	1,509
1911	三戸	1,509
1912	田岡	1,508
1913	花房	1,506
1914	大池	1,506
1915	吉元	1,505
1916	久我	1,505
1917	小貫	1,505
1918	臼田	1,504
1919	遠田	1,504
1920	丸谷	1,504
1921	大藤	1,504
1922	水落	1,503
1923	梅澤	1,503
1924	井藤	1,501
1925	荒	1,499
1926	東條	1,499
1927	市田	1,498
1928	大東	1,498
1929	和気	1,496
1930	小岩	1,495
1931	柏倉	1,495
1932	宮越	1,494
1933	新家	1,493
1934	柳生	1,490
1935	松宮	1,489
1936	蜂谷	1,487
1937	肥田	1,486
1938	宮	1,484
1939	坂部	1,482
1940	宇都	1,481
1941	蝦名	1,481
1942	市野	1,481
1943	冨山	1,481
1944	白坂	1,480
1945	蛯名	1,480
1946	吉富	1,479
1947	大出	1,479
1948	宇佐見	1,478
1949	甲田	1,477
1950	脇本	1,477
1951	浜岡	1,476
1952	板井	1,475
1953	越田	1,474
1954	佐々	1,472
1955	田内	1,472
1956	宮木	1,471
1957	川下	1,471
1958	中出	1,471
1959	最上	1,469
1960	江村	1,466
1961	新開	1,466
1962	又吉	1,466
1963	武村	1,464
1964	新屋	1,463
1965	寺村	1,462
1966	高	1,461
1967	中辻	1,461
1968	坂倉	1,459
1969	川中	1,459
1970	盛田	1,457
1971	東条	1,457
1972	三嶋	1,456
1973	山県	1,456
1974	山森	1,456
1975	木口	1,456
1976	今枝	1,455
1977	長倉	1,455
1978	吉山	1,454
1979	古畑	1,454
1980	丹下	1,453
1981	西條	1,452
1982	武智	1,452
1983	寺下	1,450
1984	三森	1,449
1985	仲井	1,448
1986	安村	1,446
1987	戸高	1,446
1988	寺川	1,446
1989	永沢	1,445
1990	谷沢	1,444
1991	川元	1,443
1992	押田	1,442
1993	野地	1,442
1994	古閑	1,441
1995	宇井	1,440
1996	魚住	1,438
1997	権田	1,438
1998	春木	1,438
1999	曽田	1,437
2000	澤井	1,436
2001	高安	1,434
2002	阪上	1,433
2003	松嶋	1,431
2004	新宅	1,430
2005	仲谷	1,430
2006	柿原	1,429
2007	具志堅	1,428
2008	小滝	1,428
2009	南川	1,425
2010	豊永	1,425
2011	野元	1,425
2012	中間	1,423
2013	松丸	1,417
2014	外川	1,414
2015	各務	1,414
2016	両角	1,413
2017	栄	1,412
2018	畑田	1,412
2019	可児	1,410
2020	浜谷	1,409
2021	茨木	1,408
2022	四宮	1,408
2023	折笠	1,404
2024	右田	1,403
2025	植竹	1,402
2026	本木	1,401
2027	深町	1,398
2028	藤尾	1,396
2029	武部	1,395
2030	峯岸	1,395
2031	小路	1,394
2032	福富	1,394
2033	仲本	1,393
2034	花村	1,392
2035	笠間	1,392
2036	三国	1,392
2037	住友	1,392
2038	稲本	1,391
2039	古井	1,389
2040	古林	1,389
2041	中内	1,388
2042	畑野	1,388
2043	小野瀬	1,386
2044	斎木	1,385
2045	永江	1,384
2046	牛尾	1,384
2047	白戸	1,382
2048	白沢	1,382
2049	深尾	1,379
2050	相場	1,374
2051	住谷	1,373
2052	曾根	1,372
2053	樫村	1,371
2054	大口	1,369
2055	館野	1,368
2056	生方	1,368
2057	池	1,368
2058	土本	1,368
2059	荒牧	1,367
2060	秋月	1,367
2061	桑島	1,364
2062	新堀	1,364
2063	宇津木	1,363
2064	新原	1,363
2065	山尾	1,362
2066	久世	1,359
2067	大渕	1,359
2068	上谷	1,358
2069	一柳	1,357
2070	尾山	1,357
2071	向後	1,355
2072	清	1,355
2073	南野	1,355
2074	瀬谷	1,354
2075	安孫子	1,352
2076	盛	1,352
2077	稗田	1,352
2078	木藤	1,352
2079	越野	1,351
2080	加来	1,351
2081	小笹	1,351
2082	箱崎	1,349
2083	瀬野	1,348
2084	東川	1,348
2085	白水	1,348
2086	花木	1,347
2087	小谷野	1,345
2088	深野	1,344
2089	藤林	1,344
2090	李	1,344
2091	弓削	1,340
2092	森重	1,339
2093	細江	1,338
2094	新名	1,338
2095	豊川	1,337
2096	片田	1,336
2097	草場	1,335
2098	種田	1,333
2099	丹	1,333
2100	兼松	1,332
2101	谷津	1,331
2102	北出	1,331
2103	外崎	1,329
2104	森沢	1,329
2105	福谷	1,329
2106	芳野	1,329
2107	小野沢	1,326
2108	仲間	1,326
2109	白倉	1,326
2110	薮内	1,325
2111	権藤	1,324
2112	三品	1,324
2113	室谷	1,323
2114	蓮見	1,321
2115	馬渡	1,319
2116	佐賀	1,317
2117	勝見	1,317
2118	辰己	1,317
2119	木曽	1,317
2120	熊坂	1,316
2121	清藤	1,315
2122	仲山	1,315
2123	岩原	1,314
2124	軽部	1,314
2125	河瀬	1,312
2126	松枝	1,312
2127	上松	1,312
2128	尾藤	1,312
2129	平沼	1,312
2130	藤城	1,311
2131	衣川	1,310
2132	生井	1,309
2133	宮西	1,307
2134	種村	1,306
2135	小針	1,306
2136	渡瀬	1,306
2137	北嶋	1,305
2138	谷田部	1,303
2139	今中	1,302
2140	岩木	1,298
2141	杉沢	1,298
2142	小南	1,297
2143	蔵本	1,297
2144	鶴	1,296
2145	福森	1,296
2146	加島	1,295
2147	日浦	1,295
2148	芝崎	1,293
2149	辺見	1,293
2150	安武	1,292
2151	小形	1,291
2152	大角	1,291
2153	熊井	1,290
2154	荻田	1,289
2155	弘中	1,289
2156	寺坂	1,289
2157	新宮	1,288
2158	武川	1,288
2159	油井	1,288
2160	岸上	1,287
2161	香西	1,286
2162	三崎	1,286
2163	吉留	1,284
2164	森村	1,283
2165	原山	1,281
2166	中浜	1,280
2167	光田	1,278
2168	国枝	1,278
2169	十河	1,278
2170	浅原	1,278
2171	浅倉	1,275
2172	澤村	1,275
2173	寒川	1,274
2174	西塚	1,274
2175	池辺	1,274
2176	島谷	1,274
2177	押川	1,273
2178	横手	1,272
2179	阪井	1,271
2180	石松	1,271
2181	谷脇	1,268
2182	磯谷	1,267
2183	南谷	1,267
2184	金岡	1,266
2185	池端	1,266
2186	野川	1,266
2187	穴井	1,265
2188	北谷	1,265
2189	薬師寺	1,263
2190	尾野	1,261
2191	永見	1,260
2192	松江	1,260
2193	横江	1,257
2194	梶野	1,257
2195	坂入	1,257
2196	轟	1,256
2197	蒔田	1,255
2198	尾島	1,255
2199	堀野	1,255
2200	小畠	1,254
2201	祖父江	1,254
2202	箕浦	1,254
2203	増渕	1,253
2204	笹野	1,252
2205	武居	1,252
2206	荘司	1,249
2207	稲岡	1,248
2208	掛川	1,248
2209	土山	1,248
2210	浅尾	1,247
2211	南出	1,246
2212	番場	1,246
2213	椎野	1,245
2214	徳重	1,244
2215	浮田	1,244
2216	上本	1,243
2217	筧	1,242
2218	斉木	1,241
2219	赤崎	1,241
2220	木津	1,241
2221	浦崎	1,239
2222	長塚	1,237
2223	玉村	1,236
2224	島貫	1,236
2225	野々山	1,236
2226	柳下	1,236
2227	市岡	1,235
2228	瀬口	1,235
2229	竹尾	1,234
2230	蔭山	1,232
2231	池沢	1,232
2232	藤元	1,232
2233	真崎	1,231
2234	岡沢	1,230
2235	五月女	1,230
2236	濱口	1,230
2237	増永	1,229
2238	名和	1,228
2239	宇山	1,226
2240	広島	1,226
2241	酒巻	1,225
2242	郡	1,222
2243	倉内	1,222
2244	楢崎	1,222
2245	本城	1,222
2246	丸本	1,221
2247	瀬田	1,219
2248	成川	1,218
2249	東原	1,217
2250	丸井	1,216
2251	久保木	1,216
2252	近野	1,216
2253	沼沢	1,215
2254	藤吉	1,215
2255	浜川	1,215
2256	藤堂	1,213
2257	山家	1,212
2258	早乙女	1,211
2259	尾花	1,210
2260	吉江	1,209
2261	竹崎	1,209
2262	近田	1,208
2263	小向	1,208
2264	大北	1,208
2265	古城	1,207
2266	入沢	1,207
2267	矢嶋	1,206
2268	平瀬	1,205
2269	笹島	1,203
2270	諸星	1,203
2271	西畑	1,203
2272	水村	1,202
2273	羽山	1,201
2274	笹森	1,200
2275	堀切	1,200
2276	石澤	1,199
2277	中武	1,199
2278	田尾	1,199
2279	井元	1,197
2280	香山	1,197
2281	矢萩	1,197
2282	西中	1,196
2283	仲西	1,196
2284	猿田	1,194
2285	久保山	1,194
2286	大戸	1,194
2287	古庄	1,193
2288	猪又	1,193
2289	関田	1,192
2290	猪原	1,192
2291	会沢	1,191
2292	鶴巻	1,191
2293	浅香	1,190
2294	藤沼	1,190
2295	衣笠	1,187
2296	小河原	1,187
2297	石飛	1,187
2298	畠	1,187
2299	串田	1,186
2300	山北	1,186
2301	清宮	1,184
2302	根来	1,183
2303	東出	1,183
2304	白神	1,183
2305	舟木	1,182
2306	興梠	1,181
2307	若尾	1,181
2308	西坂	1,181
2309	只野	1,181
2310	新沼	1,180
2311	岩松	1,179
2312	須川	1,179
2313	滝澤	1,179
2314	土門	1,179
2315	鴨志田	1,178
2316	小磯	1,178
2317	武	1,178
2318	樋田	1,177
2319	峰岸	1,177
2320	八木橋	1,176
2321	木全	1,176
2322	奥川	1,175
2323	赤津	1,175
2324	徳本	1,175
2325	淵上	1,174
2326	与那嶺	1,173
2327	恒川	1,170
2328	室	1,169
2329	谷井	1,169
2330	逢坂	1,168
2331	仲里	1,168
2332	中越	1,167
2333	稲毛	1,166
2334	前村	1,166
2335	渡	1,165
2336	倉林	1,164
2337	田平	1,164
2338	飯泉	1,164
2339	薮田	1,163
2340	長橋	1,162
2341	高岸	1,160
2342	岡井	1,158
2343	中矢	1,158
2344	西条	1,157
2345	光永	1,154
2346	出井	1,153
2347	鷹野	1,151
2348	名越	1,151
2349	寒河江	1,150
2350	西部	1,150
2351	柴野	1,149
2352	大室	1,149
2353	徳留	1,149
2354	岩澤	1,148
2355	北見	1,148
2356	舟山	1,147
2357	水沼	1,147
2358	豊嶋	1,147
2359	俵	1,146
2360	黒坂	1,145
2361	上間	1,145
2362	田浦	1,144
2363	熱田	1,144
2364	北崎	1,144
2365	野木	1,143
2366	鵜沢	1,142
2367	神村	1,142
2368	田子	1,142
2369	福西	1,142
2370	宗	1,141
2371	深堀	1,141
2372	陣内	1,141
2373	辻川	1,141
2374	渡会	1,141
2375	伴野	1,141
2376	井澤	1,140
2377	船戸	1,140
2378	濱崎	1,140
2379	今関	1,139
2380	葉山	1,139
2381	城山	1,138
2382	成松	1,138
2383	由井	1,138
2384	井筒	1,137
2385	南波	1,135
2386	尾方	1,135
2387	松森	1,134
2388	山梨	1,133
2389	館	1,128
2390	戸崎	1,128
2391	加古	1,127
2392	細木	1,127
2393	成島	1,126
2394	竹岡	1,126
2395	野見山	1,126
2396	広木	1,125
2397	繁田	1,124
2398	里	1,124
2399	伊井	1,123
2400	糟谷	1,121
2401	戸井田	1,119
2402	寺澤	1,119
2403	越後	1,118
2404	岩根	1,118
2405	氏原	1,117
2406	藤波	1,117
2407	茶谷	1,116
2408	長峰	1,116
2409	綱島	1,114
2410	利根川	1,114
2411	蒲生	1,112
2412	長原	1,112
2413	嶋津	1,111
2414	大塩	1,110
2415	宇賀神	1,109
2416	世古	1,109
2417	瀬古	1,109
2418	生野	1,107
2419	富澤	1,107
2420	家田	1,106
2421	古内	1,106
2422	佐治	1,106
2423	春原	1,106
2424	天田	1,106
2425	不破	1,106
2426	矢代	1,106
2427	御手洗	1,104
2428	金村	1,101
2429	郷	1,100
2430	百田	1,100
2431	柳橋	1,100
2432	丸橋	1,099
2433	森藤	1,099
2434	仙田	1,099
2435	蓮沼	1,099
2436	横谷	1,097
2437	稲吉	1,096
2438	庄野	1,096
2439	高藤	1,095
2440	溝田	1,092
2441	三宮	1,091
2442	永沼	1,090
2443	横地	1,090
2444	関山	1,090
2445	中丸	1,090
2446	管野	1,089
2447	大中	1,089
2448	播磨	1,088
2449	小園	1,087
2450	葛原	1,086
2451	鴫原	1,086
2452	松波	1,086
2453	富井	1,086
2454	外間	1,085
2455	古藤	1,085
2456	橋村	1,083
2457	新見	1,083
2458	一木	1,082
2459	黒柳	1,081
2460	城野	1,081
2461	奥津	1,080
2462	吉谷	1,080
2463	桃井	1,080
2464	中神	1,079
2465	下里	1,078
2466	倉沢	1,078
2467	伊澤	1,076
2468	雑賀	1,076
2469	本宮	1,076
2470	籾山	1,075
2471	久富	1,073
2472	比留間	1,073
2473	元田	1,072
2474	西方	1,072
2475	川勝	1,072
2476	夏井	1,071
2477	山科	1,071
2478	西元	1,071
2479	朝田	1,071
2480	瀬下	1,070
2481	笹谷	1,069
2482	浜辺	1,069
2483	野末	1,069
2484	脇山	1,067
2485	占部	1,065
2486	岩月	1,064
2487	打越	1,064
2488	柿木	1,062
2489	江森	1,062
2490	古村	1,061
2491	米津	1,061
2492	海老名	1,060
2493	生田目	1,059
2494	築地	1,059
2495	牧原	1,058
2496	赤田	1,057
2497	八木沢	1,057
2498	福家	1,057
2499	仮屋	1,056
2500	川戸	1,056
2501	泊	1,056
2502	井下	1,055
2503	新井田	1,055
2504	長南	1,055
2505	梶浦	1,054
2506	植原	1,053
2507	粟田	1,052
2508	森木	1,052
2509	友利	1,052
2510	佐橋	1,050
2511	竹花	1,050
2512	出水	1,049
2513	金内	1,048
2514	畔柳	1,046
2515	堀池	1,046
2516	榎田	1,045
2517	小板橋	1,044
2518	田谷	1,044
2519	高澤	1,043
2520	沖山	1,041
2521	渋沢	1,041
2522	土佐	1,041
2523	木川	1,041
2524	光岡	1,040
2525	山野井	1,040
2526	友野	1,040
2527	沢木	1,039
2528	白山	1,038
2529	稲井	1,037
2530	月岡	1,037
2531	岩波	1,036
2532	千賀	1,035
2533	宝田	1,035
2534	花輪	1,034
2535	縄田	1,034
2536	旭	1,033
2537	花本	1,033
2538	干場	1,033
2539	立木	1,033
2540	戸部	1,032
2541	豊福	1,032
2542	宮園	1,031
2543	高根	1,031
2544	今福	1,030
2545	戸松	1,029
2546	水津	1,029
2547	宮平	1,028
2548	井谷	1,026
2549	増淵	1,026
2550	鳥飼	1,026
2551	野辺	1,026
2552	伊奈	1,025
2553	滑川	1,024
2554	宍倉	1,024
2555	池尻	1,024
2556	田邊	1,023
2557	鴇田	1,023
2558	末田	1,023
2559	橋野	1,022
2560	上妻	1,021
2561	世良	1,020
2562	与那覇	1,018
2563	池口	1,017
2564	纐纈	1,017
2565	槙	1,016
2566	中鉢	1,015
2567	網野	1,015
2568	細貝	1,014
2569	丸野	1,013
2570	五十川	1,013
2571	曾我	1,013
2572	早崎	1,013
2573	柄沢	1,013
2574	森上	1,012
2575	駒形	1,011
2576	君塚	1,011
2577	瀬崎	1,011
2578	棚田	1,011
2579	池崎	1,011
2580	伊吹	1,009
2581	伊地知	1,009
2582	新島	1,009
2583	川津	1,009
2584	築山	1,009
2585	小石	1,008
2586	日暮	1,008
2587	美馬	1,008
2588	蒲原	1,007
2589	棟方	1,007
2590	斎田	1,005
2591	糸川	1,005
2592	崎田	1,003
2593	小野里	1,003
2594	沼倉	1,003
2595	茂呂	1,003
2596	立松	1,002
2597	熊澤	1,001
2598	佐渡	1,001
2599	郡山	1,000
2600	高見沢	1,000
2601	猪口	1,000
2602	矢澤	1,000
2603	鬼沢	999
2604	府川	999
2605	池村	998
2606	門倉	998
2607	冨樫	997
2608	山部	996
2609	蛯原	996
2610	薗田	995
2611	鏡	994
2612	市来	994
2613	水嶋	994
2614	西郷	993
2615	青沼	993
2616	谷島	993
2617	大隈	992
2618	重村	991
2619	沼尻	991
2620	円谷	990
2621	白根	990
2622	平子	990
2623	水木	989
2624	兼平	988
2625	穴沢	987
2626	中馬	987
2627	春日井	986
2628	西林	986
2629	秋野	985
2630	久永	983
2631	勝	983
2632	有沢	983
2633	久原	982
2634	戸島	982
2635	糸賀	982
2636	種市	982
2637	代田	982
2638	若原	981
2639	水間	981
2640	登坂	981
2641	岩山	980
2642	杉尾	980
2643	川満	980
2644	八尋	980
2645	下条	979
2646	加川	979
2647	砂原	979
2648	常田	979
2649	辻岡	979
2650	有坂	979
2651	山藤	978
2652	鍛治	978
2653	花島	976
2654	芥川	976
2655	笹倉	976
2656	若生	976
2657	武富	976
2658	宮元	975
2659	近	975
2660	財津	975
2661	若宮	975
2662	出村	975
2663	栗城	974
2664	板野	974
2665	大神	973
2666	鶴谷	973
2667	田澤	973
2668	嶋本	973
2669	高間	972
2670	本吉	971
2671	吾妻	970
2672	庄田	970
2673	竹口	970
2674	宮路	969
2675	高下	969
2676	舘野	968
2677	浜地	968
2678	苅谷	967
2679	剣持	967
2680	増川	967
2681	国広	966
2682	杉下	965
2683	入山	965
2684	小中	964
2685	梅谷	963
2686	阿比留	962
2687	上平	962
2688	楢原	962
2689	笹尾	961
2690	山沢	961
2691	神宮	961
2692	竹澤	961
2693	梅山	961
2694	赤瀬	960
2695	滝野	960
2696	富川	960
2697	公文	959
2698	新木	958
2699	福重	958
2700	桂川	957
2701	馬越	956
2702	横瀬	955
2703	喜屋武	955
2704	室伏	955
2705	南里	955
2706	今城	954
